"1- petição em nome dos povos2- capitão Antônio Manuel Granja, que foi juiz ordinário, informando conflito de jurisdição[Como parece e assim mando ordenar pelas ordens que baixam as cópias. 1º de fevereiro de 1765]“O Dr. Antônio Gomes Dinis, Estevão de Souza Guimarães, Domingos de Oliveira da Mata e todos os moradores da Freguesia de Santo Antônio da Manga, arraial de São Luís e Santa Ana das Minas do Paracatu, comarca de Sabará, fizeram a V.M. por este Conselho a petição, que por cópia sobre com esta a sua real presença, e com os documento que juntaram em a qual se queixam dos violentos procedimentos do padre Antônio Mendes de Santiago, vigário da dita freguesia, pedindo a V.M. seja servido dar a providência necessária para que se vejam livres das muitas vexações que experimentam.”Dando-se vista ao procurador da fazenda respondeu que o governador devia informar, mas emitindo-se a ordem até agora não chegou a informação.Ao Bispo de pernambuco se expediu semelhante ordem que respondeu em carta de 28 de novembro de 1762 dizendo “que logo que se viu a Santo Antônio no meio de Ant. acusador e de Ant. acusado, se valeu de Santo Antônio para lhe dar forças para ler a petição ou libelo famoso que trouxe a presença de V.M. o primeiro Ant. contra o terceiro, e logo se persuadiu que tão longa carga não poderia deixar de conter muitas quimeras e falsidades, que se fazem [inverício] com um pároco antigo daquela freguesia, de quem os seus prelados sempre fizeram estimação, fiando dele os maiores empregos não só daquele freguesia, e comarca da Manga, mas de todo aquele Bispado, maiormente, quando lhe constava que o dito Antônio Gomes com outro Antônio Xavier de Souza já falecido, logo que chegou aquele Bispado lhe remeteram outra longa página contra o Antônio Mendes acusado em que afirmavam que estava excomungado, [ vitando?] por ter deixado por encomendado na sua Igreja a outro Antônio Machado com côngrua nos frutos do benefício, e por isso também excomungado, [vitando] pelo crime de simonia na tal encomendação da igreja pela ausência, que o dito Antônio Mendes, vigário próprio fizera da sua freguesia por ordem do seu prelado seu antecessor D. Fr. Luis de Santa Tereza, que o ocupou na visita, e crisma de grande parte daquele Bispado naqueles remontados sertões, de que por último lhe veio dar conta, e ele Rd. Bispo, ainda o achara e tratara naquela capital de Olinda, e o fez logo recolher para a sua freguesia, também visitando, e crismando a sua comarca de que é vigário geral franco há 30 anos pelo seu predecessor, D. Fr. José Fialho, que o pôs naquela igreja, e ocupação em que o conservou o seu imediato antecessor a ele também o conserva por todos conhecerem a sua capacidade, e se recolheu a servir a sua igreja, e ocupação isento de tal excomunhão, assim ele, como o seu encomendado Antônio Machado por não haver tal simonia, mas que na desafeição destes êmulos e por sr lícito a um prelado ocupar por algum tempo um pároco no serviço do seu bispado quando não acha outro capaz de tal emprego, ficando a igreja interinamente servida por vigário encomendado idôneo sem prejuízo do pasto espiritual de suas ovelhas e este encomendado ser pago do seu trabalho, como mercinário pelos frutos do benefício na porção consignada, e aprovada pelo prelado como em tudo ali se concorreu para a ausência que o mesmo prelado lhe mandara fazer. E sempre depois disto o dito vigário se lhe queixou das perturbações, que estes seus êmulos lhe causavam até que com efeito o dito vigário, em defesa de seu crédito propusera em juízo uma ação de injúria atroz contra o dito Antônio Gomes e seus sócios, Estevão de Souza e Domingos de Oliveira, que ainda pende em juízo, em que os réus fundaram a sua contrariedade no libelo famoso de que consta a presente petição de queixa, que o vigário pretendeu desfazer na sua réplica com documentos, e testemunhas da sua prova de que não tem mais individual notícia que informar a V.M. suposta a longa distância de mais de 500 léguas / como se confessa no fim da dita petição de queixa que me deixa entre aquela capital e a freguesia, onde se supõe cometidos aqueles excessos, que  ali não constam.E para informar V.M. com a verdade possível, julgo preciso buscar um visitador capaz que lhe custou achar para mandar àquela freguesia, e comarca visitar devassamente do dito vigário, e muito especialmente conhecer dos fatos acusados contra o dito vigário nesta petição, que lhe manda levar para seu governo, e com o que resultar dará conta a V.M. com as informações, que tiver, em que são indispensáveis largas demoras pela distância, dificuldades e despesas da tal jornada. E é quanto por ora pode dizer nesta matéria, para que V.M. fique entendendo a causa de não vir logo a informação que V.M. lhe manda dar, sendo certo que fica muito obediente, e pronto para executar, quanto por V.M. lhe for mandado.Em treze de agosto do ano próximo passado se viu o requerimento que a V.M. fez por este Conselho o capitão Antônio Manuel Granja, em que expõe que estando servindo de juiz ordinário, e de tesoureiro da Fazenda real, e do subsídio em o arraial de São Luiz e Santa Ana nas Minas de Paracatu comarca de Sabará e sucedendo falecer ali o Dr. Antônio Xavier de Souza, clérigo do hábito de São Pedro com testamento, em que instituiu a sua alma por herdeiro deixou diversos legados, e nomeou por testamenteiro ao Dr. Antônio Gomes Dinis, e ficando devendo o dito testador importante quantia ao suplicante de escravos, que lhe comprou, de mandou o suplicante ao testamenteiro perante o juiz secular e da jurisdição real[..] e sendo este o juiz dos órfãos o Bacharel Luiz Lopes de Carvalho Frazão nomeado pelo ouvidor da comarca, porque o suplicante não podia ser juiz em causa própria, e pondo a sentença em execução, fez penhora em bens de testamentaria, dando depois espera, e tréguas na execução.Que outro credor a mesma testamentaria temendo a devida preferência do suplicante se macomunou com o  vigário geral daquela freguesia, o padre Antônio Mendes Santiago e seu substituto, e intitulado visitador Jorge Manuel da Mota, e o promotor o padre Antônio Quaresma da Silva, e se fez passar carta pelo dito juízo eclesiástico dirigida ao juiz secular Luiz Lopes de Carvalho Frazão para que remetesse encontinente os autos processados, e os bens apreendidos com o fundamento de que suposto o suplicante que demandava e o testamenteiro demandado, eram pessoas leigas, contudo como a herança e a testamentaria era de um clérigo que havia instituído a alma por herdeira, ainda competia o privilégio do canon, e só o juízo eclesiástico era competente para o conhecimento e execução.Que o juiz conformando-se com as leis de V.M., e com a doutrina constante, e estilo de julgar que direitamente se opõem aquela pretendida competência, e usurpação notória da jurisdição real, que obrigado a manter e a defender deixou de cumprir a avocatória e inibitória, e para logo a requerimento do dito promotor o padre Antônio Quaresma da Silva se requereu fossem declarados por públicos excomungados e incursos na excomunhão da Bulla [dacea?], o suplicante por haver requerido em juízo secular o juiz o Dr. Luiz Lopes de Carvalho Frazão por deferir, o escrivão o alferes José Rodrigues da Silva por escrever nos autos, o advogado do suplicante, o Dr. João de Souza Tavares  por advogar, o requerente Manuel de Macedo porr solicitar e o testamenteiro o Dr. Antônio Gomes Diniz  por consentir, e preteridas e desatendidas as apelações anteomnia et peromnia e ocultando-se o dito juiz eclesiástico para não ouvir ao suplicante e mais partes em o tempo assinado, em que compareceram a sua porta com requerimentos, e com embargos os mandou declarar por públicos, e excomungados, e os pôs de participantes, evitandos, pondo ao suplicante na maior consternação, e detrimento por ser um dos maiores negociantes daquele arraial e ser ao mesmo tempo juiz ordinário, e tesoureiro [...] com tantas partes dependentes. E porque era inevitável alguma comunicação, sendo o suplicante um homem com tantos interesses particulares e públicos, quis o dito juiz proceder a um entendito, de que se absteve por temor de um ameaçado levantamento do povo, o qual geme debaixo das insolências daqueles três bons eclesiásticos, que desembainham com tanta imprudência, e fora de todas as regras, e ditames canônicos e espada? da Igreja. Que uns homens assim públicos, e autorizados, e por causa de um procedimento ajustado às leis de V.M. e dois homens de atual jurisdição real se acham oprimidos por estes bons clérigos, não só com escândalo público, mas com usurpação e manifesto desprezo da jurisdição de V.M.Que eles, e o suplucante usaram do meio ordinário do recurso á Coroa, porém nas circunstâncias ocorrentes este meio se faz ou inútil ou quase inútil, ainda que venha a ser provido: Que o juiz da Coroa competente é na relação do Rio de Janeiro que dista do arraial de S. Luiz e Santa Ana das Minas do Paracatu mais de 200 léguas e a correição do juízo do mero proprietário dista mais de cem léguas, tudo por sertões insultados por pretos do mato, e por feras do mesmo mato, sendo cortados com rios, que não dão passagem no tempo do inverno, e deste modo ainda que o recurso meio ordinário venha a ser provido, se gastam 5 ou 6 anos primeiro que vá o remédio, e quando já mutas vezes é inútil, e não pode ressarcir o dano.Que o dito vigário geral proprietário faz ainda mais inútil o remédio dos recursos ordinários, porque primeiramente nunca responde nos três dias do estilo, posto que lhe seja assim intimado pela carta de correição ou ouvidoria, depois responde quando quer e remete os autos ignorando as partes recorrentes, o tempo e a ocasião da remessa, em ordem a que não solicitem a justiça.Que dado o provimento no juízo da Coroa nunca cumpre as cartas rogatórias, e praticando outras intoleráveis, e escandalosas dilações em responder-lhe, enfim vencido isto com o dispêndio do tempo e com a diminuta a minha paciência, e com a demora [?] pelo que os pobres se sujeitam as insolências, e não usam do recurso / e depois da exposição a tantos perigos e trabalhos, posto que se tome o assento a favor das cartas, e o juiz eclesiástico emende o procedimento, por se não sujeitar as temporalidades, ele se fica rindo, e o provido chorando.QUe sem embargo disto, porque nem todas as partes assistentes em capitania  tão distantes podem recorrer a V.M. seu rei e senhor, e nem todos os casos são assim circunstanciados que mereçam uma especialíssima proteção de V.M. e uma deferição mais particular, e contudo são repetidas e incessantes  as opressões e violências são tantos os recursos na roda do ano que se interpoe deste vigário geral e do seu substituto quantos se mostram das certidões juntas, as quais também provam as mais circunstâncias referidas.Que o vigário geral proprietário Antônio Mendes Santiago é um simples sacerdote, ignorante de direito, e sem grau algum de ciência na universidade, não é colado na igreja do referido arraial, porque a sua colação era na igreja do sertão de Santo ANtônio da Manga, e foi para o dito arraial introduzir-se quando se descobriram as Minas do Paracatu e no referido sertão foi cabeça de um levantamento, escapando ao castigo porque provou defesa  com falsas testemunhas, e porque dispendeu largamente com o Bispo, que então era de Pernambuco, de que ainda hoje há notório escândalo A freguesia que hoje ocupa é uma das mais rendosas do Brasil e com ser simples sacerdote tem a vaidade de andar com hábitos prelatícios, sendo ali governador, porvisor e vigário geral. Tem grande número de lavras, m muitos e muitos escravos, um engenho de cana e grande fazenda de gado. Depois que V.M. piedosamente no princípio do seu governo aboliu a capitação e suscitou o quinto real do ouro, não consta dos livros da Intendência daquele arraial que o dito vigário tenha pago nem uma oitava de quinto a V.M., pelo que é consequencia e fama constava que ele extraía grandes somas de ouro, e pelo centro do sertão os introduz em Pernambuco, para o que conserva ali mestiços, mamelucos, frades e apostatas e clérigos criminosos, e refugiados, ofendendo as reais ordens de V.M. consentindo que tragam armas das proibidas pela lei novíssima.Que já V.M. se ofereceram capítulos contra este mal homem, porém cometendo-se a averiguação deles ao atual Bispo de pernambuco, ele que é seu amigo e beneficiado, porque são largos os dispêndios que com ele continuamente faz, lhe remeteu os capítulos para que ele mesmo nomeasse quem conhecesse deles com o título de visitador, e então não foi nomeado o dito padre Jorge Manuel da Mota, que é uma sua voz e que nada mais faz, que o que ele lhe insinua, e vem ser tanto mal como ele fazia.Que enfim o povo daquele arraial, que é uma das maiores povoações das Minas geme sem remédio e o que lhe devera servir de pastor lhe tira a lã e a pele: Que os recursos são inúteis e vagarosos. Que o Bispo que assiste na distância de mais de 600 léguas, não ouve os clamores e se lá lhos levam fecha os ouvidos. Que o recurso imediato a V.M nem sempre é fácil em tanta distância. Que por esta representação e pelos fatos privados dela vê V.M. excomungados e postos de participantes entre outros seus vassalos, dois seus juízes atuais e pelo mesmo indispensável fato da defesa de sua real jurisdição, o que por direito e reais resoluções de V.M. é justamente defendido e punível portanto.Recorre o suplicante a V.M. para que atendendo as circunstâncias expostas, como Rei e Senhor, e por via de proteção, defesa e uso do alto poder da soberania, mande proceder na anulação daquelas excomunhões, e desnaturalizar e fazer sair dos domínios do seu reino aqueles três sacerdotes, que assim perturbam a paz e o sossego público, e espiritual. assim abusam da jurisdição eclesiástica e assim ofendem e usurpam a real jurisdição de V.M.” O procurador da fazenda disse que deveria recorrer aos meios competentesO Procurador da Coroa que considerou que “estando assim afeito aos meios ordinários este negócio, deve o suplicante usar dele e pelo mais que respeita ao procedimento do vigário geral se deve repetir nova ordem ao Bispo para remeter informados os capítulos que contra o vigário se deram com toda a brevidade”;“Parece ao Conselho que suposto senão acham ainda executados os meios competentes, contudo como as continuadas vexações, e violêntos procedimentos, que os suplicantes representam, necessitam de pronto e mais eficaz remédio, se fazem dignos da real atenção de V.M., e ainda que não sejam bastantes os documentos com que justificam as violências que padessem, como já no ano de 1738 foi manifesto a V.M. o absoluto procedimento deste vigário, e foi servido resolver em 6 de março do dito ano em consulta do mesmo Conselho o que se mostra da ordem, que por cópia sobe a real presença, que não consta se executasse, nem também tenham chegado as informações, que mandou pedir ao Governador das Minas Gerais e Bispo de Pernambuco sobre os capítulos que se deram contra este mesmo vigário, será conveniente para o sossego daqueles moradores que V.M. seja servido mandar recomendar ao dito Rv. Bispo, que logo e sem demora alguma ordene ao dito vigário vá residir na sua igreja do sertão de S.A. da Manga, em que se acha colado, e que o mesmo Bispo nomeie novo vigário da vara de capacidade, e bom procedimento, que conserve em paz e quietação aqueles moradores, e defira aos suplicantes com justiça e sem paixão nos recursos que tem intentado, e requerimentos que lhe fazerem para o levantamento das censuras, e dando conta a V.M de assim o ter executado, e remetendo com toda a brevidade a dita informação e informe novamente com que ordem introduziu o dito vigário o uso dos hábitos prelatícios, e o título de Governador e Provisor de V.M sendo também servido ordenar se participe ao Governador das Minas que ao Bispo se recomenda e que para a execução concorra com o auxílio que se lhe pedir, expedindo também sem demora a informação sobre os ditos capítulos e informe outrossim se este vigário deixou de pagar o quinto do ouro das suas lavras depois que se aboliu a capitação, e que razão houve para o não obrigarem a este pagando ouvindo neste particular o Intendente daquele arraial por escrito.Lisboa, 15 de setembro de 1764.","221","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 54","15/09/1764","1764","Alexandre Metelo de Sousa MenesesAntónio Freire de Andrade HenriquesFernando Jozé Marquez BacalhouAntónio Lopes da CostaDiogo Rangel de Almeyda CastellobrancoJoão Soares TavaresFrancisco Xavier de Assis Pacheco e SampaioManoel António da Cunha de Sottomayor","FazendaCoroa","10/02/1765","","Queixa ou denúncia (contra outros oficiais)","","","","","Sobe","Sobre os requerimentos do Doutor Antônio Gomes Diniz e outros e do capitão Antônio Manoel Granja em que se queixam dos violentos procedimentos do Padre Antônio Mendes Santiago vigário da Freguesia de Santo Antônio da Manga e Arraial de São Luís e Santa Anna das Minas do Paracatu Comarca do Sabará pedindo a Sua Majestade que seja servido dar a providência necessária para que se vejam livres das vexações que experimentam; e vai a cópia e documento que se acusam"
"Decreto de 15/10/1764 em petição de João de Souza Lisboa e seus sócios sobre prejuízos nos pagamentos**[ant. 1764, Outubro, 15]REQUERIMENTO de João de Sousa Lisboa e seus sócios no contrato dasEntradas, moradores em Vila Rica do Ouro Preto, solicitando a mercê delhes ajudar, antes que fossem a falência.Nº de inventário no catálogo: 6700AHU-Minas Gerais, cx. 84, doc. 40AHU_CU_011, Cx. 84, D. 6874.","222","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 61","17/12/1764","1764","António Freire de Andrade HenriquesDiogo Rangel de Almeyda CastellobrancoFernando Jozé Marquez BacalhouAntónio Lopes da CostaFrancisco Xavier de Assis Pacheco e SampaioJoão Soares TavaresManoel António da Cunha de Sottomayor","Fazenda","12/12/1764","","Contratos e condições","","","Sem resposta","","Baixa","Satisfaz-se ao que Sua Majestade ordena sobre o requerimento dos contratadores atuais dos contratos das Entradas e Dízimos da capitania das Minas Gerais e vai a cópia e documento que se acusam "
"Pedem que se pratique o mesmo que se praticou com o contratador atual ""visto ser a causa a mesma, seja solto da prisão em que se acha o caixa José Alves Maciel para tratar das cobranças do contrato.17/01/17651765, Janeiro, 17, LisboaCONSULTA do Conselho Ultramarino sobre o requerimento de DomingosFerreira da Veiga e de outros, pedindo que seja solto da prisão o caixaJosé Alves Maciel.Anexo: requerimento (cópia), contrato (condições impressas).Nº de inventário no catálogo: 6785AHU-Minas Gerais, cx. 85, doc. 13AHU_CU_011, Cx. 85, D. 6919.","223","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 61","17/01/1765","1765","Fernando Jozé Marquez BacalhouDiogo Rangel de Almeyda CastellobrancoAntónio Lopes da CostaJoão Soares TavaresFrancisco Xavier de Assis Pacheco e SampaioManoel António da Cunha de Sottomayor","Fazenda","15/03/1765","","Alvará de fiança (ou renovação)","","","","","Baixa","Satisfaz-se ao que Sua Majestade ordena sobre se lhe consultar por este conselho o requerimento de Domingos Ferreira da Veiga e outros, em que pedem ao mesmo Senhor seja servido mandar praticar com o caixa dos suplicantes José Alvares Maciel a mesma graça que foi servido a [ilegível] a João de Souza Lisboa e vão as condições que se acusam"
"[ant. 1765, Fevereiro, 12]REQUERIMENTO de Feliciano José da Câmara, morador em Vila Rica,pedindo mercês ao agrado de D. José I, por ter feito entrar na Real Casade Fundição da dita Comarca, num ano, mais de 13 arrobas de ouro.Nº de inventário no catálogo: 6763AHU-Minas Gerais, cx. 85, doc. 25AHU_CU_011, Cx. 85, D. 6931.**Respostas nos ofícios","224","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 79","15/03/1765","1765","António Freire de Andrade HenriquesFernando Jozé Marquez BacalhouDiogo Rangel de Almeyda CastellobrancoAntónio Lopes da CostaJoão Soares TavaresFrancisco Xavier de Assis Pacheco e SampaioManoel António da Cunha de Sottomayor","FazendaCoroa","04/03/1757","Confere","Hábitos e tenças","","","Sem resposta","","Sobe","Sobre as mercês que pede Feliciano José da Câmara morador em Vila Rica por ter metido na casa de fundição daquela comarca treze arrobas vinte e um marcos cinco onças uma oitava e 36 grãos de ouro e vai a certidão que se acusa"
"[ant. 1765, Abril, 24]REQUERIMENTO de Manuel José Veloso, pedindo mercê do Hábito daOrdem de Cristo com tença, por ter feito entrar na Real Casa de Fundiçãode Vila Rica, num ano, mais de 15 arrobas de ouro.Nº de inventário no catálogo: 6768AHU-Minas Gerais, cx. 85, doc. 48AHU_CU_011, Cx. 85, D. 6954.","225","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 97","27/04/1765","1765","","","","","Hábitos e tenças","","","Sem resposta","","Sobe","Manoel José Veloso pede a Sua Majestade lhe faça mercê do hábito da ordem de Christo em atenção a haver metido na Real Casa da Fundição de Vila Rica dentro de um ano com 485 parcelas 13 arrobas [ilegível] de ouro na conformidade Lei de 3 de dezembro de 1750 e vai a [ilegível] "
"[ant. 1766, Abril, 3]REQUERIMENTO do capitão Jerônimo da Silva Pereira, pedindo mercê dedois Hábitos da Ordem de Cristo, com a faculdade de poder renunciar aeles, por ter feito entrar, na Real Casa da Fundição da Vila de São JoãoDel Rei, mais de 22 arrobas de ouro.Nº de inventário no catálogo: 6998AHU-Minas Gerais, cx. 87, doc. 54AHU_CU_011, Cx. 87, D. 7105.","226","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 124","07/04/1766","1766","","","","","Hábitos e tenças","","","Sem resposta","","Sobe","Sobre as mercês que pede o Capitão Jeronimo da Silva Pereira em atenção de haver metido na real Casa de Fundição da Vila de São João del Rei dentro de um só ano [ilegível] do estabelecimento das Reais Casas de Fundição novecentos e noventa e sete parcelas, vinte e duas arrobas, um marco, duas onças [ilegível]"
"","227","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 126","12/04/1766","1766","","FazendaCoroa","","","Licença para se transportar ao Reino ou renovação","","","","","Sobe","Sobre a licença que pede Manoel Brás Ferreira para vir da América para este Reino com sua mulher família"
"Ouvido o governador[ant. 1758, Julho, 28]REQUERIMENTO de Alberto Luís Ferreira de Miranda, pedindo a mercê doHábito da Ordem de Cristo, com tença, por ter feito entrar na Casa deFundição do Sabará mais de 9 arrobas de ouro, durante um ano.Anexo: carta.Nº de inventário no catálogo: 5943AHU-Minas Gerais, cx. 73, doc. 45AHU_CU_011, Cx. 73, D. 6109.","228","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 129","12/04/1766","1766","","FazendaCoroa","19/04/1766","","Hábitos e tenças","","","Sem resposta","","Sobe","Sobre o requerimento de Alberto Luís Ferreira de Miranda em que pede mercê do hábito da ordem de [ilegível] por ter metido nove arrobas de ouro de casa da Fundição da Cidade do Sabará e vão os documentos que se acusam "
"","229","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 130","07/04/1766","1766","","FazendaCoroa","18/04/1766","","Hábitos e tenças","","","Sem resposta","","Sobe","Sobre as mercês que pede José Antônio de Alvarenga por haver metido oito arrobas, sessenta e três marcos, três onças e cinco oitavas, e trinta e seis grãos de ouro na Real Casa da Fundição de Vila Rica e vai a certidão que se acusa"
"[ant. 1766, Março, 13]REQUERIMENTO de Bento de Sousa de Vasconcelos, pedindo mercê doHábito da Ordem de Cristo e tença, por ter feito entrar na Real Casa deFundição da Vila Real do Sabará, durante um ano, mais de 8 arrobas deouro.Nº de inventário no catálogo: 6918AHU-Minas Gerais, cx. 87, doc. 31AHU_CU_011, Cx. 87, D. 7082.Resposta em ANTT Registro Geral de Mercês de D. José, Registo Geral de Mercês de D. José I, liv. 21, f. 67","230","Partes","Livro de Registro de Consultas de partes, do Conselho Ultramarino, Códice 67 (1763-1769), p. 132","07/04/1766","1766","","FazendaCoroa","","","Hábitos e tenças","","","","","Sobe","Sobre as mercês que pede Bento de Souza de Vasconcelos por haver metido oito arrobas, trinta marcos, cinco onças, seis oitavas, e trinta e seis grãos de ouro na Casa da Fundição do Sabará e vai a atestação que se acusa"
